frequency,word,skip1,skip2
102,haunt,nn1,83
102,habit,nn1-vvb,92
102,freak,aj0,83
102,faint,vvi,80
102,exits,nn2,84
102,dodge,vvi,91
102,cures,nn2,78
102,boast,nn1,91
102,alter,nn1-vvb,84
102,abdel,np0,46
101,whims,nn2,94
101,wharf,nn1-np0,51
101,vince,np0,56
101,veils,nn2,57
101,twist,nn1-vvb,83
101,trout,nn1-vvb,61
101,seize,vvb,88
101,rated,vvd-vvn,78
101,prise,vvi,91
101,petal,nn1,54
101,peaty,aj0,49
101,merit,nn1-vvb,83
101,mayne,np0,16
101,kumar,np0,28
101,keats,np0,58
101,innes,np0,51
101,growl,nn1,72
101,gabon,np0,51
101,exxon,nn1-np0,50
101,chart,vvi,89
101,bossy,aj0,77
101,bites,nn2-vvz,74
101,annan,np0,35
101,alias,prp,76
100,warts,nn2,58
100,urals,np0,60
100,sweat,vvi,89
100,stars,nn2-vvz,67
100,stare,nn1-vvb,89
100,spans,vvz,89
100,soapy,aj0,72
100,putty,nn1,67
100,nudes,nn2,52
100,moray,np0,52
100,louth,np0,36
100,laden,aj0,84
100,kicks,nn2-vvz,68
100,hosts,vvz,78
100,hitch,nn1-np0,8
100,harpy,nn1,19
100,giddy,aj0,78
100,dixie,np0,24
100,dewey,np0,34
100,coded,vvn,68
100,cobol,nn1-np0,45
100,chips,nn2-vvz,62
100,chief,nn1-np0,64
100,bogey,nn1,59
100,akbar,np0,46
99,waltz,nn1,61
99,twist,vvb,77
99,tusks,nn2,51
99,tries,nn2,37
99,tired,aj0-vvd,89
99,tawny,aj0,61
99,sulky,aj0,78
99,opted,vvd-vvn,91
99,olsen,np0,50
99,noose,nn1,55
99,maple,nn1-vvb,29
99,mamma,nn1,20
99,luigi,np0,50
99,lucky,np0,50
99,lemon,nn1-np0,48
99,kaifu,nn1-np0,25
99,jonah,np0,49
99,jetty,aj0-nn1,59
99,hurst,np0,53
99,guest,np0,26
99,gomez,np0,27
99,fluke,nn1,67
99,doric,aj0,42
99,crick,np0,42
99,cobra,nn1-np0,22
99,camra,np0,13
99,busby,np0,53
99,blend,nn1-vvb,64
99,beinn,np0,18
99,barmy,aj0,66
99,babur,nn1-np0,3
99,armed,aj0-vvd,58
99,aggie,nn1-np0,5
99,acorn,nn1-np0,36
98,welsh,np0,52
98,steed,np0,9
98,speck,nn1,87
98,punks,nn2,62
98,pinks,nn2,68
98,notch,nn1,78
98,nicol,nn1-np0,27
98,nevil,np0,13
98,nehru,np0,29
98,loops,nn2-vvz,63
98,jesus,nn1,37
98,hitch,nn1,86
98,grabs,nn2,75
98,defoe,np0,42
98,cults,nn2,57
98,conwy,np0,31
98,comma,nn1,48
98,buddy,np0,45
98,bathe,vvi,82
98,ached,vvd-vvn,83
97,vance,np0,49
97,trunk,nn1-vvb,80
97,tonga,np0,33
97,stuck,aj0,81
97,speke,np0,39
97,slash,vvi,71
97,roomy,aj0,67
97,pours,vvz,85
97,peake,np0,29
97,paine,np0,48
97,nomic,aj0,1
97,nairn,np0,49
97,monet,nn1-np0,46
97,lobes,nn2,44
97,lauda,np0,6
97,hoods,nn2,72
97,hindi,np0,45
97,enrol,vvi,66
97,edged,vvn,82
97,derek,nn1-np0,31
97,court,nn1-vvb,61
97,bribe,vvi,80
97,bleed,vvi,82
97,adore,vvb,79
96,telex,nn1,52
96,siege,nn1-vvb,69
96,shave,nn1,74
96,saver,nn1,61
96,saucy,aj0,74
96,rowdy,aj0,80
96,queue,nn1-vvb,76
96,phone,vvb,74
96,peach,np0,27
96,merit,nn1-np0,58
96,luxor,nn1-np0,23
96,gorse,nn1,61
96,germs,nn2,66
96,friar,nn1-np0,21
96,fishy,aj0,72
96,errol,np0,45
96,crook,nn1-np0,25
96,crass,aj0,83
96,cough,vvi,76
96,basle,np0,43
96,babur,np0,1
96,asset,vvb,9
96,aries,np0,51
95,yegan,np0,1
95,uttar,np0,41
95,truer,ajc,92
95,track,nn1-vvb,79
95,tiger,nn1-vvb,61
95,specs,nn2,69
95,spark,vvi,77
95,slyly,av0,68
95,sabre,nn1,42
95,rocks,np0,46
95,repel,vvi,86
95,randy,np0,39
95,perez,np0,55
95,pearl,nn1-np0,45
95,payer,nn1,50
95,named,aj0-vvd,85
95,mower,nn1,53
95,mercy,nn1-np0,50
95,masha,np0,5
95,leeks,nn2,49
95,kinda,nn1,53
95,hooks,nn2-vvz,69
95,hides,nn2,55
95,groom,nn1-vvb,60
95,fixes,vvz,79
95,faith,np0,8
95,erupt,vvi,83
95,dolly,av0,25
95,delay,vvb,90
95,clips,nn2-vvz,78
95,clamp,nn1,53
95,bless,vvi,75
95,algal,aj0,37
95,acemi,np0,1
94,wraps,nn2,79
94,wispy,aj0,84
94,wagon,nn1-np0,30
94,votes,vvz,71
94,ticks,nn2,46
94,stank,vvd,79
94,spoil,vvb,91
94,spine,nn1-vvb,66
94,sophy,nn1-np0,7
94,siena,np0,30
94,scala,np0,44
94,royal,np0,29
94,roach,nn1-vvb,15
94,ramps,nn2,58
94,pedal,nn1-vvb,59
94,nurse,vvi,73
94,mummy,nn1-np0,52
94,loved,aj0,78
94,izzie,np0,1
94,holes,nn2-vvz,72
94,godly,aj0,46
94,fives,crd,54
94,fells,nn2,38
94,erect,vvb,83
94,dusky,aj0,68
94,divan,nn1,40
94,darcy,np0,17
94,daisy,nn1,61
94,croat,nn1-np0,43
94,cindy,np0,34
94,chute,nn1,53
94,burnt,aj0-vvn,78
94,brent,nn1-np0,52
94,board,nn1-vvb,89
94,blend,vvb,68
94,arran,np0,32
94,adele,np0,31
93,warns,nn2-vvz,82
93,tufts,nn2,73
93,teddy,nn1-np0,41
93,taboo,nn1,43
93,sweet,aj0-nn1,71
93,sweep,nn1-vvb,82
93,susie,np0,46
93,smith,nn1,48
93,shock,nn1-vvb,82
93,sever,vvi,82
93,seton,np0,13
93,sails,nn2-vvz,59
93,prawn,nn1,54
93,pablo,np0,57
93,marek,np0,21
93,hoops,nn2,72
93,grail,nn1,61
93,front,vvi,53
93,frets,nn2,12
93,fancy,nn1-vvb,80
93,eggar,np0,26
93,dutch,nn1-np0,58
93,cycle,vvi,70
93,clerk,nn1-np0,40
93,cited,aj0-vvd,68
93,arena,nn1-np0,53
93,alert,nn1-vvb,67
92,wolff,nn1-np0,34
92,upset,aj0-nn1,65
92,tried,aj0,84
92,spurt,nn1,80
92,sixes,crd,51
92,rebel,vvi,84
92,quote,nn1-vvb,82
92,quits,vvz,69
92,posse,nn1,73
92,penda,np0,4
92,maths,nn1,41
92,kneel,vvi,74
92,keele,np0,40
92,inset,nn1-np0,18
92,halve,vvi,82
92,grimy,aj0,79
92,erase,vvi,85
92,domed,aj0,62
92,crawl,nn1,76
92,bream,nn1-vvb,11
92,aired,vvn,86
92,abbas,np0,51
91,welch,np0,44
91,waved,vvn,76
91,wacky,aj0,58
91,visor,nn1,49
91,under,np0,67
91,unced,aj0,31
91,turbo,nn1-np0,31
91,trite,aj0,77
91,times,nn2-vvz,71
91,swain,np0,38
91,stake,vvi,80
91,stage,nn1-vvb,74
91,snarl,nn1,74
91,slams,vvz,68
91,shine,vvb,67
91,paras,nn2,45
91,palma,np0,32
91,nspcc,np0,44
91,minch,nn1-np0,7
91,mcgee,np0,38
91,lotus,np0,33
91,litem,nn1-vvb,18
91,lapel,nn1,81
91,jilly,np0,31
91,grice,np0,23
91,donal,np0,24
91,dinah,nn1-np0,5
91,clash,vvi,80
91,binge,nn1,55
91,beret,nn1,62
91,axons,nn2,12
90,whirl,nn1,78
90,usher,vvb,50
90,trend,nn1-vvb,83
90,straw,np0,33
90,royce,np0,68
90,norms,nn2-vvz,43
90,macro,nn1,48
90,jones,nn2,54
90,jerky,aj0,77
90,hired,vvd-vvn,83
90,grade,nn1-np0,59
90,girth,nn1,63
90,fizzy,aj0,76
90,fenna,np0,1
90,ducts,nn2,49
90,dozed,vvd,74
90,dijon,np0,46
90,crump,np0,2
90,crabb,np0,17
90,cameo,nn1,72
90,blink,vvi,81
90,badge,nn1-vvb,68
90,ashby,np0,24
90,alarm,vvi,83
89,winch,nn1,35
89,wilds,nn2,66
89,unita,np0,36
89,shunt,nn1,23
89,shove,vvi,80
89,raoul,nn1-np0,12
89,plugs,nn2-vvz,61
89,plate,nn1-np0,40
89,nowak,np0,6
89,mount,vvb,79
89,mined,vvn,67
89,fired,aj0-vvd,79
89,dares,vvz,76
89,comfy,aj0,73
89,cocky,aj0,70
89,binds,nn2-vvz,35
89,beaks,nn2,46
89,alain,aj0,52
89,akram,nn1-np0,23
89,akers,np0,33
88,vines,np0,49
88,throb,nn1,68
88,stirs,vvz,75
88,stead,np0,37
88,stall,nn1-vvb,76
88,spill,nn1-vvb,69
88,slice,vvb,57
88,shred,nn1,75
88,sadie,np0,24
88,quiss,nn1-np0,1
88,piper,nn1,60
88,omens,nn2,75
88,niven,np0,30
88,mango,nn1,50
88,laser,nn1-np0,56
88,kinky,aj0,49
88,iraqi,nn1-np0,40
88,hcima,np0,7
88,haydn,np0,37
88,farah,np0,35
88,elvis,nn1-np0,42
88,elise,np0,7
88,edict,nn1,61
88,demos,nn2,38
88,craon,nn1-np0,4
88,coles,np0,57
88,cocks,nn2,62
88,chill,nn1-vvb,39
88,carla,nn1-np0,19
88,bursa,np0,8
88,boost,vvb,70
87,taheb,np0,1
87,swarm,nn1,76
87,stott,np0,44
87,smock,nn1,63
87,scree,nn1,51
87,poses,nn2,64
87,mainz,np0,34
87,locks,nn2-vvz,68
87,kilns,nn2,40
87,haven,nn1-np0,36
87,gamut,nn1,79
87,frost,nn1-np0,57
87,forte,av0,46
87,fared,vvn,73
87,coped,vvd,80
87,codes,vvz,61
87,clyde,nn1,56
87,chink,nn1,72
87,blobs,nn2,68
87,beefy,aj0,49
87,aaron,np0,53
86,tubby,aj0,41
86,toyed,vvd,74
86,strip,vvb,69
86,spiny,aj0,39
86,speed,nn1-np0,15
86,ramos,np0,42
86,quash,vvi,49
86,power,nn1-vvb,79
86,porto,np0,25
86,packs,vvz,73
86,muted,vvn,80
86,morse,nn1-np0,30
86,meyer,np0,60
86,lined,aj0-vvd,62
86,laced,vvd-vvn,76
86,jayne,np0,49
86,input,nn1-vvb,47
86,hurry,nn1-vvb,75
86,herod,np0,24
86,hcima,nn1,5
86,hatch,vvb,41
86,gusts,nn2,68
86,gregg,np0,45
86,graze,vvi,61
86,fused,vvn,63
86,dumps,nn2,56
86,drink,nn1-np0,66
86,dated,aj0,67
86,cuppa,nn1,63
86,comte,nn1-np0,40
86,codon,nn1,16
86,coast,nn1-np0,62
86,cider,nn1-vvb,57
86,chuck,vvb,71
86,bobby,nn1,57
86,blush,vvi,74
85,zeros,nn2,28
85,wench,nn1,35
85,weave,nn1,60
85,vying,vvg,75
85,unwin,np0,44
85,tuned,vvd,76
85,truss,nn1,27
85,storm,vvi,76
85,spell,vvb,76
85,smoke,nn1-np0,65
85,smirk,nn1,69
85,slash,nn1,72
85,sinks,vvz,72
85,serra,np0,21
85,scoop,vvi,78
85,scone,np0,18
85,sacks,nn2-vvz,64
85,ridge,nn1-np0,40
85,rhode,np0,52
85,quine,np0,11
85,purge,vvi,60
85,pluck,vvi,80
85,plaza,np0,49
85,milky,np0,34
85,lined,aj0,64
85,libel,nn1-vvb,57
85,jiang,np0,29
85,icily,av0,65
85,hoyle,np0,39
85,hints,vvz,72
85,hatch,vvi,47
85,hallo,itj,41
85,grind,nn1,72
85,feuds,nn2,75
85,excel,np0,30
85,duffy,nn1-np0,33
85,dicks,np0,32
85,dewar,np0,35
85,decca,np0,26
85,davie,np0,34
85,danby,np0,18
85,cramp,nn1,66
85,caves,nn2-vvz,67
85,board,np0,53
84,whale,nn1-np0,42
84,upset,vvd,71
84,tiger,np0,53
84,taper,nn1,59
84,spots,nn2-vvz,72
84,slack,nn1,68
84,seine,nn1-np0,49
84,sears,np0,42
84,saves,nn2-vvz,42
84,reece,np0,45
84,moray,nn1-np0,25
84,maori,np0,24
84,maker,nn1-np0,41
84,lowly,aj0,77
84,libby,np0,20
84,lease,vvi,75
84,label,vvb,67
84,hrawi,np0,27
84,hayek,np0,19
84,glued,vvd-vvn,74
84,gates,nn2-vvz,73
84,forks,nn2,66
84,erica,np0,28
84,ember,nn1-np0,2
84,dryly,av0,54
84,dodge,np0,38
84,combe,np0,30
84,clasp,nn1,67
84,clara,nn1-np0,16
84,argue,nn1,71
84,allah,np0,36
83,wyvis,np0,3
83,value,vvb,75
83,storm,nn1-np0,56
83,sheds,vvz,74
83,rooks,nn2,44
83,rinse,vvb,47
83,plush,aj0-nn1,64
83,peter,vvb,66
83,patch,vvi,69
83,oswiu,nn1-np0,2
83,olson,np0,17
83,loads,nn2-vvz,60
83,lapse,vvi,74
83,jolly,av0,62
83,jewry,np0,36
83,holed,vvd,42
83,highs,nn2,66
83,hamas,np0,30
83,ginny,nn1-np0,6
83,gaudy,aj0,66
83,fraud,np0,56
83,cough,nn1-vvb,47
83,comet,nn1-np0,58
83,chart,nn1-vvb,48
83,caged,aj0,68
83,bound,aj0-vvn,75
83,ayton,np0,17
83,awful,aj0-av0,79
82,vicar,nn1-np0,42
82,venus,nn1-np0,33
82,tills,nn2,54
82,stoop,vvi,73
82,stave,vvi,73
82,sited,vvd-vvn,72
82,signs,vvz,75
82,reims,np0,17
82,pushy,aj0,69
82,place,nn1-np0,58
82,paved,vvn,70
82,julio,np0,42
82,jails,nn2,56
82,grist,nn1,53
82,glade,nn1,40
82,gauze,nn1,63
82,gases,nn2-vvz,31
82,frees,vvz,77
82,fiend,nn1,40
82,copse,nn1,53
82,burly,aj0,70
82,brick,nn1-vvb,55
82,bound,nn1,40
82,bingo,nn1-np0,41
82,bends,nn2-vvz,63
82,baits,nn2,15
82,andre,nn1-np0,42
81,wisps,nn2,76
81,typed,aj0-vvd,32
81,tepid,aj0,71
81,swoop,nn1,70
81,swift,aj0-nn1,75
81,strat,nn1-np0,7
81,stock,nn1-vvb,69
81,slice,nn1-vvb,56
81,sills,nn2,57
81,sikhs,nn2,32
81,sighs,nn2,74
81,rsfsr,np0,9
81,reign,vvi,66
81,rabin,np0,30
81,poppy,nn1,48
81,panda,nn1,42
81,meaty,aj0,62
81,malai,unc,1
81,leger,np0,40
81,khmer,np0,37
81,jaime,np0,48
81,humps,nn2,32
81,happy,np0,52
81,fabio,nn1-np0,1
81,doone,nn1-np0,8
81,death,np0,38
81,crisp,nn1,58
81,crash,vvb,72
81,chops,nn2,63
81,cages,np0,4
81,blink,nn1,69
81,blade,nn1-vvb,65
81,aural,aj0,55
81,astra,nn1-np0,39
81,armed,vvd-vvn,68
81,align,vvi,69
80,zoser,np0,2
80,wogan,np0,45
80,urged,vvd-vvn,79
80,tilly,np0,17
80,sinks,nn2,53
80,shame,vvi,71
80,scrub,nn1-vvb,58
80,scare,nn1-vvb,56
80,raced,vvn,66
80,putts,nn2,28
80,pussy,nn1,45
80,puffs,nn2,65
80,pence,nn0,37
80,panic,nn1-vvb,71
80,noble,aj0-nn1,69
80,niall,nn1-np0,11
80,neale,np0,41
80,mourn,vvi,69
80,mates,np0,10
80,leaps,nn2-vvz,70
80,leaks,nn2-vvz,67
80,horne,nn1-np0,21
80,heron,nn1-np0,39
80,heave,vvi,70
80,haydn,nn1-np0,25
80,extra,av0,75
80,exact,vvi,74
80,evoke,vvb,57
80,erode,vvi,71
80,diode,nn1,26
80,blast,vvi,61
80,blast,vvb,63
80,bites,vvz,69
80,ashen,aj0,63
80,anglo,nn1-np0,55
80,aided,vvd,73
79,woven,aj0-vvn,62
79,waded,vvd,67
79,vomit,vvi,61
79,verde,np0,29
79,trump,nn1,63
79,theft,nn1-np0,43
79,studs,nn2,53
79,staid,aj0,73
79,staff,np0,33
79,snows,nn2,60
79,small,av0,53
79,salah,np0,26
79,ruddy,aj0,62
79,roper,np0,42
79,rhyme,nn1-vvb,54
79,reels,nn2,55
79,range,vvb,69
79,nawab,nn1-np0,3
79,moors,nn2-vvz,50
79,mamur,nn1-np0,2
79,makes,nn2,68
79,howls,nn2,73
79,hodge,nn1-np0,20
79,hilda,nn1-np0,26
79,hatch,nn1-vvb,54
79,ghent,np0,42
79,georg,nn1-np0,11
79,fumed,vvd,54
79,fling,vvi,65
79,elisa,nn1-np0,12
79,crack,vvb,72
79,coyle,np0,30
79,coups,nn2,64
79,corks,nn2,62
79,chain,nn1-vvb,62
79,cadiz,np0,28
79,bower,np0,49
79,bound,aj0-nn1,60
79,babes,nn2,52
79,aided,aj0-vvd,63
79,after,aj0,61
78,whisk,vvb,33
78,vexed,aj0,65
78,venue,nn1-vvb,49
78,vault,nn1-vvb,41
78,typed,aj0,64
78,tuner,nn1,27
78,trips,vvz,68
78,tenet,nn1,72
78,sworn,aj0,56
78,sound,nn1-np0,46
78,snuff,nn1,51
78,smash,nn1-vvb,50
78,relay,nn1-vvb,52
78,rabin,nn1-np0,28
78,query,nn1-vvb,55
78,mixes,nn2,51
78,mitre,nn1,35
78,menem,np0,35
78,mcrae,np0,28
78,loose,av0,75
78,likud,np0,23
78,lever,nn1-vvb,50
78,leaky,aj0,72
78,kiwis,nn2,32
78,jumbo,nn1,48
78,input,vvi,47
78,horus,np0,12
78,hemel,np0,54
78,hatch,nn1-np0,30
78,glens,nn2,47
78,gilly,np0,14
78,ghost,nn1-np0,57
78,fuses,nn2,53
78,epson,np0,18
78,dumps,nn2-vvz,63
78,downs,np0,51
78,creak,nn1,66
78,craft,nn1-np0,41
78,coupe,nn1,23
78,chess,nn1-np0,51
78,champ,nn1,40
78,axiom,nn1,42
78,assam,nn1-np0,37
77,unify,vvi,65
77,tuned,vvd-vvn,67
77,thigh,nn1-vvb,34
77,terns,nn2,28
77,steam,vvi,63
77,sadat,np0,23
77,rungs,nn2,65
77,rowed,vvd,54
77,rival,nn1-vvb,62
77,rates,nn2-vvz,71
77,psalm,nn1,46
77,price,nn1-vvb,54
77,plait,nn1,44
77,pitts,np0,26
77,monty,np0,43
77,mckee,np0,45
77,marsh,nn1-np0,60
77,mammy,nn1,17
77,locos,nn2,28
77,leven,np0,30
77,lanky,aj0,70
77,inmos,np0,23
77,horny,aj0,61
77,fined,aj0-vvn,59
77,fades,nn2-vvz,68
77,elect,vvb,71
77,degas,np0,37
77,crops,vvz,64
77,boils,vvz,61
77,biggs,np0,34
77,asean,aj0,22
77,alina,np0,2
76,weeds,nn2-vvz,55
76,urges,nn2,64
76,totem,nn1,36
76,timed,vvd,73
76,taboo,aj0,64
76,swear,nn1-vvb,69
76,roman,unc,14
76,rinse,nn1-vvb,34
76,ravel,np0,28
76,rapes,nn2,28
76,masai,nn1-np0,5
76,lopez,np0,35
76,laces,nn2,57
76,joint,nn1,55
76,howes,np0,24
76,holme,np0,46
76,gauge,nn1-vvb,57
76,dutch,aj0-nn1,57
76,dread,vvb,69
76,curbs,nn2,63
76,chuck,vvi,57
76,chuck,nn1,33
76,camel,np0,47
76,bskyb,np0,37
76,bends,vvz,59
76,arran,nn1-np0,29
76,anwar,nn1-np0,13
76,adler,nn1-np0,40
75,viola,nn1,36
75,uncut,aj0,64
75,synod,np0,35
75,strat,nn1,9
75,steam,np0,41
75,stasi,np0,26
75,spoil,nn1,42
75,scout,nn1-vvb,65
75,salim,np0,31
75,rajiv,np0,41
75,rains,nn2-vvz,67
75,query,vvi,70
75,polyp,nn1,17
75,peres,np0,31
75,ossie,np0,33
75,natal,aj0,47
75,mints,nn2,34
75,mauve,aj0-nn1,36
75,lundy,np0,17
75,lowry,np0,41
75,lathe,nn1,38
75,koran,nn1,42
75,jotan,np0,2
75,ipuky,np0,1
75,horns,nn2-vvz,63
75,healy,np0,29
75,grimy,aj0-nn1,66
75,grasp,vvb,67
75,gavin,nn1-np0,38
75,forum,np0,42
75,faxes,nn2,35
75,dwelt,vvn,67
75,clone,nn1-vvb,37
75,attic,aj0,19
74,vouch,vvi,66
74,undry,nn1-np0,1
74,tried,aj0-vvn,65
74,thame,np0,35
74,tampa,np0,39
74,sunni,np0,25
74,squig,nn1,1
74,snack,nn1-vvb,51
74,shins,nn2,61
74,salim,nn1-np0,29
74,reign,nn1-vvb,43
74,raine,np0,25
74,rabid,aj0,58
74,picts,nn2,16
74,panto,nn1,38
74,paint,nn1-np0,39
74,mafia,nn1,61
74,lunge,nn1,47
74,lowly,av0,68
74,loony,aj0-nn1,60
74,lager,nn1-vvb,47
74,kenny,nn1-np0,35
74,kafka,np0,36
74,hooke,np0,30
74,globe,np0,50
74,freda,np0,44
74,flash,nn1-vvb,68
74,cowan,np0,36
74,cares,nn2,70
74,canto,nn1,19
74,byrne,nn1-np0,27
74,birth,nn1-np0,48
74,bawdy,aj0,54
74,basil,nn1,29
74,balmy,aj0,68
74,angst,nn1,53
74,amiss,aj0,51
73,yeast,nn1-vvb,43
73,white,nn1-np0,45
73,wella,np0,14
73,troll,nn1,18
73,trail,vvi,61
73,tours,vvz,64
73,stuff,vvb,66
73,steer,vvb,65
73,stamp,nn1-np0,34
73,slump,nn1-vvb,58
73,sided,aj0-vvd,30
73,shaun,nn1-np0,30
73,quirk,nn1,68
73,prism,nn1,49
73,poppy,np0,33
73,ocean,nn1-np0,25
73,nymph,nn1,45
73,masks,vvz,66
73,manse,nn1,26
73,loire,nn1,37
73,gipsy,aj0,26
73,gaily,np0,2
73,frame,nn1-vvb,57
73,fluff,nn1,48
73,ducks,nn2-vvz,46
73,drake,nn1-np0,43
73,diner,nn1,54
73,delos,np0,17
73,cloud,np0,33
73,chair,nn1-vvb,62
73,cadre,nn1,50
73,boxed,vvd,33
73,bared,vvd,64
73,aided,aj0,37
72,zacco,np0,1
72,yanks,nn2,43
72,weigh,nn1-vvb,61
72,trick,vvi,61
72,swirl,nn1,58
72,starr,np0,25
72,simms,np0,29
72,sight,vvi,69
72,shorn,vvn,70
72,shite,nn1,23
72,screw,nn1-vvb,49
72,sales,nn0,35
72,rafts,nn2,37
72,plush,aj0,64
72,plump,aj0-nn1,60
72,picks,nn2-vvz,62
72,oswiu,np0,1
72,nawaz,np0,45
72,mould,nn1-vvb,55
72,menem,nn1-np0,26
72,masai,aj0,5
72,marne,nn1-np0,11
72,lying,aj0,46
72,liffe,np0,9
72,jacko,nn1-np0,22
72,ibiza,np0,26
72,grins,nn2,61
72,glide,nn1,37
72,giver,nn1,58
72,garda,np0,18
72,fused,vvd-vvn,58
72,fungi,nn1,30
72,fowey,np0,14
72,fakes,nn2,41
72,exits,nn2-vvz,40
72,duffy,np0,46
72,cobra,np0,32
72,charm,vvi,67
72,burgh,np0,37
72,brake,nn1-vvb,48
72,bowed,vvn,71
72,bough,nn1,46
72,bosch,nn1-np0,43
72,bogie,nn1,21
72,betts,np0,35
72,baths,np0,40
71,wynne,np0,40
71,wreak,vvi,66
71,wolff,np0,35
71,wolds,nn2,21
71,widen,vvb,65
71,waxed,aj0,54
71,virgo,np0,36
71,vents,nn2,49
71,unhcr,nn1-np0,27
71,tully,np0,20
71,toner,nn1,24
71,tiled,aj0-vvd,38
71,telex,nn1-vvb,42
71,suave,aj0,65
71,sting,np0,28
71,split,vvb,71
71,snags,nn2,58
71,scans,nn2,38
71,rohan,nn1-np0,8
71,riven,vvn,54
71,raoul,np0,35
71,omits,vvz,60
71,mount,nn1-vvb,58
71,meryl,np0,19
71,leper,nn1,39
71,lambs,np0,51
71,kahlo,np0,12
71,idyll,nn1,60
71,holed,vvn,65
71,guile,nn1,64
71,friar,np0,25
71,fired,aj0-vvn,64
71,feral,aj0,46
71,elect,nn0,45
71,donne,np0,44
71,delve,vvi,69
71,curls,nn2-vvz,52
71,croft,nn1,29
71,chums,nn2,60
71,chops,nn2-vvz,48
71,burst,aj0-nn1,58
71,black,nn1-np0,38
71,azure,nn1,56
71,abuse,nn1-np0,47
70,whigs,np0,16
70,welch,nn1-np0,47
70,waqar,nn1-np0,11
70,tiles,nn2-vvz,42
70,suite,aj0-nn1,39
70,smack,vvi,56
70,shove,nn1,63
70,scuba,nn1,43
70,scrub,vvi,63
70,scarf,nn1-vvb,62
70,right,np0,32
70,rigby,np0,31
70,rapid,np0,56
70,racks,nn2-vvz,49
70,rabat,np0,33
70,purer,ajc,62
70,pedro,nn1-np0,37
70,pawns,nn2,27
70,parse,nn1,4
70,nauru,np0,17
70,mimic,vvb,36
70,midge,np0,11
70,lysis,nn1,22
70,lapis,nn1,27
70,knits,vvz,23
70,input,vvd,45
70,going,aj0,40
70,flame,nn1-vvb,55
70,endow,vvi,54
70,elgar,np0,36
70,crank,nn1,52
70,cones,nn2-vvz,46
70,bergg,np0,6
70,baize,nn1,45
70,actin,nn1,15
69,wings,nn2-vvz,58
69,volga,np0,11
69,titus,np0,41
69,thick,av0,60
69,royce,vvb,57
69,ripen,vvi,43
69,rifts,nn2,46
69,purse,nn1-vvb,57
69,potts,np0,39
69,nobly,av0,61
69,megan,np0,20
69,lowly,aj0-av0,54
69,loose,vvb,65
69,libra,np0,38
69,leese,np0,5
69,kufra,np0,3
69,intel,nn1-np0,30
69,hitch,np0,7
69,hades,np0,39
69,gonna,nn1,27
69,gaudy,aj0-nn1,58
69,flood,np0,49
69,fanny,nn1-np0,22
69,eater,nn1,58
69,druid,nn1,27
69,drill,vvb,35
69,cubes,nn2-vvz,57
69,corfu,nn1-np0,26
69,copts,nn2,4
69,combs,nn2,35
69,colne,np0,42
69,cease,nn1-vvb,67
69,bobby,nn1-np0,44
69,barre,np0,30
69,avril,np0,24
69,argos,np0,29
69,anton,nn1-np0,13
69,alida,nn1-np0,1
68,welsh,nn1,52
68,vitae,nn2,51
68,vinny,np0,30
68,vidal,np0,40
68,valet,nn1,50
68,twigs,nn2-vvz,55
68,trent,aj0-nn1,28
68,trail,nn1-np0,36
68,timex,nn1-np0,14
68,sucks,vvz,53
68,spout,nn1,49
68,servo,nn1,20
68,serge,np0,37
68,rossi,np0,27
68,props,nn2-vvz,58
68,pacts,nn2,42
68,nutty,aj0,40
68,nelly,np0,14
68,mouse,np0,47
68,mello,np0,41
68,lubor,nn1-np0,1
68,lifes,nn2,29
68,leaps,vvz,50
68,jumpy,aj0,59
68,ivory,np0,32
68,intro,nn1,28
68,idaho,np0,45
68,hulme,nn1-np0,35
68,hover,vvi,55
68,honey,nn1-np0,50
68,gotta,nn1,24
68,flush,aj0-nn1,58
68,evict,vvi,54
68,dated,aj0-vvd,67
68,daisy,nn1-np0,35
68,czech,np0,41
68,cowan,nn1-np0,40
68,coach,vvi,47
68,click,vvb,29
68,carol,nn1,45
68,boyce,np0,37
68,booms,nn2,46
68,beale,np0,33
68,arise,nn1,61
68,annex,nn1,37
68,aidan,np0,41
68,adopt,nn1-vvb,63
67,water,nn1-vvb,56
67,verve,nn1,59
67,unfpa,nn1-np0,6
67,tipsy,aj0,55
67,sting,vvi,60
67,skier,nn1,41
67,roker,np0,21
67,relay,vvi,59
67,rafiq,np0,9
67,quake,nn1,21
67,psalm,nn1-np0,42
67,porta,np0,18
67,pinch,vvi,63
67,mundi,np0,19
67,modem,nn1-vvb,39
67,lusty,aj0,63
67,likud,nn1-np0,33
67,lexis,nn1,20
67,lazio,np0,17
67,lazio,nn1-np0,22
67,karel,np0,35
67,jammu,nn1-np0,28
67,hulls,nn2,44
67,forks,nn2-vvz,54
67,equal,vvi,44
67,elude,vvi,63
67,dolls,nn2-vvz,41
67,damon,nn1-np0,20
67,curve,vvb,48
67,crete,nn1-np0,25
67,creep,nn1-vvb,56
67,coves,nn2,37
67,clung,vvn,61
67,buyer,nn1-np0,25
67,alice,nn1-np0,34
66,voids,nn2,34
66,tweed,nn1-vvb,55
66,troop,nn1-vvb,49
66,steak,nn1-vvb,51
66,snape,np0,33
66,sligo,nn1-np0,18
66,saxon,np0,25
66,rated,aj0-vvd,52
66,queer,aj0-nn1,50
66,quack,nn1,43
